Branch,City,Gender,Product_line,Unit_price,Tax_5,Sales,Date,cogs,gross_margin_percentage,gross_income,Rating
Giza,Naypyitaw,Female,Food and beverages,99.420000000000002,19.884,417.56400000000002,2019-02-06 00:00:00.0000000,397.68000000000001,4.7619047620000003,19.884,7.5
Giza,Naypyitaw,Female,Sports and travel,68.120000000000005,3.4060000000000001,71.525999999999996,2019-01-07 00:00:00.0000000,68.120000000000005,4.7619047620000003,3.4060000000000001,6.7999999999999998
Alex,Yangon,Female,Sports and travel,62.619999999999997,15.654999999999999,328.755,2019-03-10 00:00:00.0000000,313.10000000000002,4.7619047620000003,15.654999999999999,7
Alex,Yangon,Female,Electronic accessories,60.880000000000003,27.396000000000001,575.31600000000003,2019-01-15 00:00:00.0000000,547.91999999999996,4.7619047620000003,27.396000000000001,4.7000000000000002
Giza,Naypyitaw,Female,Health and beauty,54.920000000000002,21.968,461.32799999999997,2019-03-23 00:00:00.0000000,439.36000000000001,4.7619047620000003,21.968,7.5999999999999996
Cairo,Mandalay,Female,Home and lifestyle,30.120000000000001,12.048,253.00800000000001,2019-03-03 00:00:00.0000000,240.96000000000001,4.7619047620000003,12.048,7.7000000000000002
Cairo,Mandalay,Female,Home and lifestyle,86.719999999999999,4.3360000000000003,91.055999999999997,2019-01-17 00:00:00.0000000,86.719999999999999,4.7619047620000003,4.3360000000000003,7.9000000000000004
Giza,Naypyitaw,Female,Home and lifestyle,56.109999999999999,5.6109999999999998,117.831,2019-02-02 00:00:00.0000000,112.22,4.7619047620000003,5.6109999999999998,6.2999999999999998
Cairo,Mandalay,Female,Sports and travel,69.120000000000005,20.736000000000001,435.45600000000002,2019-02-08 00:00:00.0000000,414.72000000000003,4.7619047620000003,20.736000000000001,5.5999999999999996
Giza,Naypyitaw,Female,Food and beverages,98.700000000000003,39.479999999999997,829.08000000000004,2019-03-04 00:00:00.0000000,789.60000000000002,4.7619047620000003,39.479999999999997,7.5999999999999996
Giza,Naypyitaw,Female,Health and beauty,15.369999999999999,1.5369999999999999,32.277000000000001,2019-03-16 00:00:00.0000000,30.739999999999998,4.7619047620000003,1.5369999999999999,7.2000000000000002
Cairo,Mandalay,Female,Electronic accessories,93.959999999999994,18.792000000000002,394.63200000000001,2019-03-09 00:00:00.0000000,375.83999999999997,4.7619047620000003,18.792000000000002,9.5
Cairo,Mandalay,Female,Health and beauty,56.689999999999998,25.5105,535.72050000000002,2019-02-27 00:00:00.0000000,510.20999999999998,4.7619047620000003,25.5105,8.4000000000000004
Cairo,Mandalay,Female,Food and beverages,20.010000000000002,9.0045000000000002,189.09450000000001,2019-02-06 00:00:00.0000000,180.09,4.7619047620000003,9.0045000000000002,4.0999999999999996
Cairo,Mandalay,Female,Electronic accessories,18.93,5.6790000000000003,119.259,2019-02-10 00:00:00.0000000,113.58,4.7619047620000003,5.6790000000000003,8.0999999999999996
Giza,Naypyitaw,Female,Fashion accessories,82.629999999999995,41.314999999999998,867.61500000000001,2019-03-19 00:00:00.0000000,826.29999999999995,4.7619047620000003,41.314999999999998,7.9000000000000004
Giza,Naypyitaw,Female,Food and beverages,91.400000000000006,31.989999999999998,671.78999999999996,2019-02-03 00:00:00.0000000,639.79999999999995,4.7619047620000003,31.989999999999998,9.5
Alex,Yangon,Female,Food and beverages,44.590000000000003,11.147500000000001,234.0975,2019-02-10 00:00:00.0000000,222.94999999999999,4.7619047620000003,11.147500000000001,8.5
Cairo,Mandalay,Female,Fashion accessories,17.870000000000001,3.5739999999999998,75.054000000000002,2019-03-22 00:00:00.0000000,71.480000000000004,4.7619047620000003,3.5739999999999998,6.5
Giza,Naypyitaw,Female,Fashion accessories,15.43,0.77149999999999996,16.201499999999999,2019-01-25 00:00:00.0000000,15.43,4.7619047620000003,0.77149999999999996,6.0999999999999996
Cairo,Mandalay,Female,Home and lifestyle,16.16,1.6160000000000001,33.936,2019-03-07 00:00:00.0000000,32.32,4.7619047620000003,1.6160000000000001,6.5
Giza,Naypyitaw,Female,Electronic accessories,85.980000000000004,34.392000000000003,722.23199999999997,2019-02-28 00:00:00.0000000,687.84000000000003,4.7619047620000003,34.392000000000003,8.1999999999999993
Alex,Yangon,Female,Home and lifestyle,44.340000000000003,4.4340000000000002,93.114000000000004,2019-03-27 00:00:00.0000000,88.680000000000007,4.7619047620000003,4.4340000000000002,5.7999999999999998
Alex,Yangon,Female,Health and beauty,89.599999999999994,35.840000000000003,752.63999999999999,2019-02-07 00:00:00.0000000,716.79999999999995,4.7619047620000003,35.840000000000003,6.5999999999999996
Alex,Yangon,Female,Home and lifestyle,72.349999999999994,36.174999999999997,759.67499999999995,2019-01-20 00:00:00.0000000,723.5,4.7619047620000003,36.174999999999997,5.4000000000000004
Giza,Naypyitaw,Female,Electronic accessories,30.609999999999999,9.1829999999999998,192.84299999999999,2019-03-12 00:00:00.0000000,183.66,4.7619047620000003,9.1829999999999998,9.3000000000000007
Giza,Naypyitaw,Female,Sports and travel,24.739999999999998,3.7109999999999999,77.930999999999997,2019-02-15 00:00:00.0000000,74.219999999999999,4.7619047620000003,3.7109999999999999,10
Giza,Naypyitaw,Female,Home and lifestyle,55.729999999999997,16.719000000000001,351.09899999999999,2019-02-24 00:00:00.0000000,334.38,4.7619047620000003,16.719000000000001,7
Cairo,Mandalay,Female,Sports and travel,55.07,24.781500000000001,520.41150000000005,2019-02-03 00:00:00.0000000,495.63,4.7619047620000003,24.781500000000001,10
Alex,Yangon,Female,Sports and travel,15.81,7.9050000000000002,166.005,2019-03-06 00:00:00.0000000,158.09999999999999,4.7619047620000003,7.9050000000000002,8.5999999999999996
Cairo,Mandalay,Female,Health and beauty,75.739999999999995,15.148,318.108,2019-02-14 00:00:00.0000000,302.95999999999998,4.7619047620000003,15.148,7.5999999999999996
Alex,Yangon,Female,Health and beauty,15.869999999999999,7.9349999999999996,166.63499999999999,2019-03-13 00:00:00.0000000,158.69999999999999,4.7619047620000003,7.9349999999999996,5.7999999999999998
Giza,Naypyitaw,Female,Health and beauty,33.469999999999999,3.347,70.287000000000006,2019-02-10 00:00:00.0000000,66.939999999999998,4.7619047620000003,3.347,6.7000000000000002
Cairo,Mandalay,Female,Fashion accessories,97.609999999999999,29.283000000000001,614.94299999999998,2019-01-07 00:00:00.0000000,585.65999999999997,4.7619047620000003,29.283000000000001,9.9000000000000004
Alex,Yangon,Female,Sports and travel,78.769999999999996,39.384999999999998,827.08500000000004,2019-01-24 00:00:00.0000000,787.70000000000005,4.7619047620000003,39.384999999999998,6.4000000000000004
Alex,Yangon,Female,Health and beauty,18.329999999999998,0.91649999999999998,19.246500000000001,2019-02-02 00:00:00.0000000,18.329999999999998,4.7619047620000003,0.91649999999999998,4.2999999999999998
Giza,Naypyitaw,Female,Food and beverages,89.480000000000004,44.740000000000002,939.53999999999996,2019-01-06 00:00:00.0000000,894.79999999999995,4.7619047620000003,44.740000000000002,9.5999999999999996
Giza,Naypyitaw,Female,Fashion accessories,62.119999999999997,31.059999999999999,652.25999999999999,2019-02-11 00:00:00.0000000,621.20000000000005,4.7619047620000003,31.059999999999999,5.9000000000000004
Cairo,Mandalay,Female,Food and beverages,48.520000000000003,7.2779999999999996,152.83799999999999,2019-03-05 00:00:00.0000000,145.56,4.7619047620000003,7.2779999999999996,4
Giza,Naypyitaw,Female,Electronic accessories,75.909999999999997,22.773,478.233,2019-03-09 00:00:00.0000000,455.45999999999998,4.7619047620000003,22.773,8.6999999999999993
Alex,Yangon,Female,Home and lifestyle,74.670000000000002,33.601500000000001,705.63149999999996,2019-01-22 00:00:00.0000000,672.02999999999997,4.7619047620000003,33.601500000000001,9.4000000000000004
Giza,Naypyitaw,Female,Electronic accessories,41.649999999999999,20.824999999999999,437.32499999999999,2019-01-13 00:00:00.0000000,416.5,4.7619047620000003,20.824999999999999,5.4000000000000004
Giza,Naypyitaw,Female,Fashion accessories,49.039999999999999,22.068000000000001,463.428,2019-01-09 00:00:00.0000000,441.36000000000001,4.7619047620000003,22.068000000000001,8.5999999999999996
Alex,Yangon,Female,Fashion accessories,20.010000000000002,9.0045000000000002,189.09450000000001,2019-01-12 00:00:00.0000000,180.09,4.7619047620000003,9.0045000000000002,5.7000000000000002
Giza,Naypyitaw,Female,Food and beverages,78.310000000000002,39.155000000000001,822.255,2019-03-05 00:00:00.0000000,783.10000000000002,4.7619047620000003,39.155000000000001,6.5999999999999996
Giza,Naypyitaw,Female,Health and beauty,20.379999999999999,5.0949999999999998,106.995,2019-01-22 00:00:00.0000000,101.90000000000001,4.7619047620000003,5.0949999999999998,6
Giza,Naypyitaw,Female,Health and beauty,99.189999999999998,29.757000000000001,624.89700000000005,2019-01-21 00:00:00.0000000,595.13999999999999,4.7619047620000003,29.757000000000001,5.5
Cairo,Mandalay,Female,Food and beverages,96.680000000000007,14.502000000000001,304.54199999999997,2019-01-26 00:00:00.0000000,290.04000000000002,4.7619047620000003,14.502000000000001,6.4000000000000004
Giza,Naypyitaw,Female,Food and beverages,19.25,7.7000000000000002,161.69999999999999,2019-01-23 00:00:00.0000000,154,4.7619047620000003,7.7000000000000002,6.5999999999999996
Giza,Naypyitaw,Female,Food and beverages,80.359999999999999,16.071999999999999,337.512,2019-02-23 00:00:00.0000000,321.44,4.7619047620000003,16.071999999999999,8.3000000000000007
Giza,Naypyitaw,Female,Sports and travel,48.909999999999997,12.227499999999999,256.77749999999997,2019-03-09 00:00:00.0000000,244.55000000000001,4.7619047620000003,12.227499999999999,6.5999999999999996
Giza,Naypyitaw,Female,Sports and travel,83.060000000000002,29.071000000000002,610.49099999999999,2019-03-05 00:00:00.0000000,581.41999999999996,4.7619047620000003,29.071000000000002,4
Giza,Naypyitaw,Female,Fashion accessories,76.519999999999996,19.129999999999999,401.73000000000002,2019-03-25 00:00:00.0000000,382.60000000000002,4.7619047620000003,19.129999999999999,9.9000000000000004
Alex,Yangon,Female,Food and beverages,49.380000000000003,17.283000000000001,362.94299999999998,2019-03-27 00:00:00.0000000,345.66000000000003,4.7619047620000003,17.283000000000001,7.2999999999999998
Alex,Yangon,Female,Sports and travel,42.469999999999999,2.1234999999999999,44.593499999999999,2019-01-02 00:00:00.0000000,42.469999999999999,4.7619047620000003,2.1234999999999999,5.7000000000000002
Cairo,Mandalay,Female,Health and beauty,76.989999999999995,23.097000000000001,485.03699999999998,2019-02-27 00:00:00.0000000,461.94,4.7619047620000003,23.097000000000001,6.0999999999999996
Giza,Naypyitaw,Female,Home and lifestyle,47.380000000000003,9.4760000000000009,198.99600000000001,2019-01-23 00:00:00.0000000,189.52000000000001,4.7619047620000003,9.4760000000000009,7.0999999999999996
Giza,Naypyitaw,Female,Sports and travel,44.859999999999999,22.43,471.02999999999997,2019-01-26 00:00:00.0000000,448.60000000000002,4.7619047620000003,22.43,8.1999999999999993
Alex,Yangon,Female,Sports and travel,21.98,7.6929999999999996,161.553,2019-01-10 00:00:00.0000000,153.86000000000001,4.7619047620000003,7.6929999999999996,5.0999999999999996
Cairo,Mandalay,Female,Health and beauty,64.359999999999999,28.962,608.202,2019-03-12 00:00:00.0000000,579.24000000000001,4.7619047620000003,28.962,8.5999999999999996
Giza,Naypyitaw,Female,Health and beauty,89.75,4.4874999999999998,94.237499999999997,2019-02-06 00:00:00.0000000,89.75,4.7619047620000003,4.4874999999999998,6.5999999999999996
Alex,Yangon,Female,Electronic accessories,97.159999999999997,4.8579999999999997,102.018,2019-03-08 00:00:00.0000000,97.159999999999997,4.7619047620000003,4.8579999999999997,7.2000000000000002
Cairo,Mandalay,Female,Health and beauty,87.870000000000005,43.935000000000002,922.63499999999999,2019-03-29 00:00:00.0000000,878.70000000000005,4.7619047620000003,43.935000000000002,5.0999999999999996
Giza,Naypyitaw,Female,Electronic accessories,12.449999999999999,3.7349999999999999,78.435000000000002,2019-02-09 00:00:00.0000000,74.700000000000003,4.7619047620000003,3.7349999999999999,4.0999999999999996
Alex,Yangon,Female,Food and beverages,52.75,7.9124999999999996,166.16249999999999,2019-03-23 00:00:00.0000000,158.25,4.7619047620000003,7.9124999999999996,9.3000000000000007
Cairo,Mandalay,Female,Home and lifestyle,82.700000000000003,24.809999999999999,521.00999999999999,2019-03-05 00:00:00.0000000,496.19999999999999,4.7619047620000003,24.809999999999999,7.4000000000000004
Giza,Naypyitaw,Female,Fashion accessories,48.710000000000001,2.4355000000000002,51.145499999999998,2019-03-26 00:00:00.0000000,48.710000000000001,4.7619047620000003,2.4355000000000002,4.0999999999999996
Giza,Naypyitaw,Female,Fashion accessories,78.549999999999997,35.347499999999997,742.29750000000001,2019-03-01 00:00:00.0000000,706.95000000000005,4.7619047620000003,35.347499999999997,7.2000000000000002
Giza,Naypyitaw,Female,Electronic accessories,23.07,10.381500000000001,218.01150000000001,2019-02-01 00:00:00.0000000,207.63,4.7619047620000003,10.381500000000001,4.9000000000000004
Alex,Yangon,Female,Food and beverages,58.259999999999998,17.478000000000002,367.03800000000001,2019-03-28 00:00:00.0000000,349.56,4.7619047620000003,17.478000000000002,9.9000000000000004
Cairo,Mandalay,Female,Health and beauty,30.350000000000001,10.6225,223.07249999999999,2019-03-19 00:00:00.0000000,212.44999999999999,4.7619047620000003,10.6225,8
Alex,Yangon,Female,Electronic accessories,88.670000000000002,44.335000000000001,931.03499999999997,2019-01-12 00:00:00.0000000,886.70000000000005,4.7619047620000003,44.335000000000001,7.2999999999999998
Giza,Naypyitaw,Female,Fashion accessories,27.379999999999999,8.2140000000000004,172.494,2019-01-05 00:00:00.0000000,164.28,4.7619047620000003,8.2140000000000004,7.9000000000000004
Alex,Yangon,Female,Sports and travel,62.130000000000003,18.638999999999999,391.41899999999998,2019-03-22 00:00:00.0000000,372.77999999999997,4.7619047620000003,18.638999999999999,7.4000000000000004
Giza,Naypyitaw,Female,Food and beverages,33.979999999999997,15.291,321.11099999999999,2019-03-24 00:00:00.0000000,305.81999999999999,4.7619047620000003,15.291,4.2000000000000002
Giza,Naypyitaw,Female,Electronic accessories,81.969999999999999,40.984999999999999,860.68499999999995,2019-03-03 00:00:00.0000000,819.70000000000005,4.7619047620000003,40.984999999999999,9.1999999999999993
Cairo,Mandalay,Female,Sports and travel,16.489999999999998,1.649,34.628999999999998,2019-02-05 00:00:00.0000000,32.979999999999997,4.7619047620000003,1.649,4.5999999999999996
Giza,Naypyitaw,Female,Health and beauty,98.209999999999994,14.7315,309.36149999999998,2019-02-05 00:00:00.0000000,294.63,4.7619047620000003,14.7315,7.7999999999999998
Cairo,Mandalay,Female,Fashion accessories,72.840000000000003,25.494,535.37400000000002,2019-02-15 00:00:00.0000000,509.88,4.7619047620000003,25.494,8.4000000000000004
Alex,Yangon,Female,Home and lifestyle,58.07,26.131499999999999,548.76149999999996,2019-01-19 00:00:00.0000000,522.63,4.7619047620000003,26.131499999999999,4.2999999999999998
Giza,Naypyitaw,Female,Home and lifestyle,80.790000000000006,36.355499999999999,763.46550000000002,2019-02-01 00:00:00.0000000,727.11000000000001,4.7619047620000003,36.355499999999999,9.5
Giza,Naypyitaw,Female,Fashion accessories,27.02,4.0529999999999999,85.113,2019-03-02 00:00:00.0000000,81.060000000000002,4.7619047620000003,4.0529999999999999,7.0999999999999996
Cairo,Mandalay,Female,Fashion accessories,21.940000000000001,5.4850000000000003,115.185,2019-03-05 00:00:00.0000000,109.7,4.7619047620000003,5.4850000000000003,5.2999999999999998
Cairo,Mandalay,Female,Fashion accessories,51.359999999999999,2.5680000000000001,53.927999999999997,2019-01-16 00:00:00.0000000,51.359999999999999,4.7619047620000003,2.5680000000000001,5.2000000000000002
Alex,Yangon,Female,Food and beverages,10.960000000000001,5.4800000000000004,115.08,2019-02-02 00:00:00.0000000,109.59999999999999,4.7619047620000003,5.4800000000000004,6
Cairo,Mandalay,Female,Home and lifestyle,53.439999999999998,5.3440000000000003,112.224,2019-01-20 00:00:00.0000000,106.88,4.7619047620000003,5.3440000000000003,4.0999999999999996
Alex,Yangon,Female,Electronic accessories,99.560000000000002,39.823999999999998,836.30399999999997,2019-02-14 00:00:00.0000000,796.48000000000002,4.7619047620000003,39.823999999999998,5.2000000000000002
Giza,Naypyitaw,Female,Sports and travel,57.119999999999997,19.992000000000001,419.83199999999999,2019-01-12 00:00:00.0000000,399.83999999999997,4.7619047620000003,19.992000000000001,6.5
Cairo,Mandalay,Female,Sports and travel,99.959999999999994,44.981999999999999,944.62199999999996,2019-03-09 00:00:00.0000000,899.63999999999999,4.7619047620000003,44.981999999999999,4.2000000000000002
Giza,Naypyitaw,Female,Home and lifestyle,63.909999999999997,25.564,536.84400000000005,2019-03-13 00:00:00.0000000,511.27999999999997,4.7619047620000003,25.564,4.5999999999999996
Cairo,Mandalay,Female,Fashion accessories,56.469999999999999,22.588000000000001,474.34800000000001,2019-03-09 00:00:00.0000000,451.75999999999999,4.7619047620000003,22.588000000000001,7.2999999999999998
Alex,Yangon,Female,Home and lifestyle,93.689999999999998,32.791499999999999,688.62149999999997,2019-03-10 00:00:00.0000000,655.83000000000004,4.7619047620000003,32.791499999999999,4.5
Alex,Yangon,Female,Sports and travel,32.25,8.0625,169.3125,2019-01-27 00:00:00.0000000,161.25,4.7619047620000003,8.0625,9
Giza,Naypyitaw,Female,Fashion accessories,31.73,14.278499999999999,299.8485,2019-01-08 00:00:00.0000000,285.56999999999999,4.7619047620000003,14.278499999999999,5.9000000000000004
Giza,Naypyitaw,Female,Food and beverages,68.540000000000006,27.416,575.73599999999999,2019-01-08 00:00:00.0000000,548.32000000000005,4.7619047620000003,27.416,8.5
Cairo,Mandalay,Female,Sports and travel,90.280000000000001,40.625999999999998,853.14599999999996,2019-02-08 00:00:00.0000000,812.51999999999998,4.7619047620000003,40.625999999999998,7.2000000000000002
Cairo,Mandalay,Female,Fashion accessories,39.619999999999997,13.867000000000001,291.20699999999999,2019-01-25 00:00:00.0000000,277.33999999999997,4.7619047620000003,13.867000000000001,7.5
Alex,Yangon,Female,Sports and travel,92.129999999999995,27.638999999999999,580.41899999999998,2019-03-06 00:00:00.0000000,552.77999999999997,4.7619047620000003,27.638999999999999,8.3000000000000007
Cairo,Mandalay,Female,Sports and travel,34.840000000000003,6.968,146.328,2019-02-10 00:00:00.0000000,139.36000000000001,4.7619047620000003,6.968,7.4000000000000004
Cairo,Mandalay,Female,Electronic accessories,87.450000000000003,26.234999999999999,550.93499999999995,2019-02-17 00:00:00.0000000,524.70000000000005,4.7619047620000003,26.234999999999999,8.8000000000000007
Giza,Naypyitaw,Female,Health and beauty,81.299999999999997,24.390000000000001,512.19000000000005,2019-03-08 00:00:00.0000000,487.80000000000001,4.7619047620000003,24.390000000000001,5.2999999999999998
Giza,Naypyitaw,Female,Fashion accessories,90.219999999999999,13.532999999999999,284.19299999999998,2019-02-18 00:00:00.0000000,270.66000000000003,4.7619047620000003,13.532999999999999,6.2000000000000002
Alex,Yangon,Female,Electronic accessories,26.309999999999999,6.5774999999999997,138.1275,2019-01-18 00:00:00.0000000,131.55000000000001,4.7619047620000003,6.5774999999999997,8.8000000000000007
Alex,Yangon,Female,Home and lifestyle,34.420000000000002,10.326000000000001,216.846,2019-02-18 00:00:00.0000000,206.52000000000001,4.7619047620000003,10.326000000000001,9.8000000000000007
Cairo,Mandalay,Female,Sports and travel,51.909999999999997,25.954999999999998,545.05499999999995,2019-02-16 00:00:00.0000000,519.10000000000002,4.7619047620000003,25.954999999999998,8.1999999999999993
Alex,Yangon,Female,Sports and travel,72.5,29,609,2019-03-16 00:00:00.0000000,580,4.7619047620000003,29,9.1999999999999993
Giza,Naypyitaw,Female,Sports and travel,89.799999999999997,44.899999999999999,942.89999999999998,2019-01-23 00:00:00.0000000,898,4.7619047620000003,44.899999999999999,5.4000000000000004
Giza,Naypyitaw,Male,Health and beauty,90.5,45.25,950.25,2019-01-25 00:00:00.0000000,905,4.7619047620000003,45.25,8.0999999999999996
Giza,Naypyitaw,Female,Health and beauty,68.599999999999994,34.299999999999997,720.29999999999995,2019-02-05 00:00:00.0000000,686,4.7619047620000003,34.299999999999997,9.0999999999999996
Giza,Naypyitaw,Female,Food and beverages,30.41,1.5205,31.930499999999999,2019-02-22 00:00:00.0000000,30.41,4.7619047620000003,1.5205,8.4000000000000004
Alex,Yangon,Female,Home and lifestyle,77.950000000000003,23.385000000000002,491.08499999999998,2019-01-21 00:00:00.0000000,467.69999999999999,4.7619047620000003,23.385000000000002,8
Giza,Naypyitaw,Female,Health and beauty,46.259999999999998,13.878,291.43799999999999,2019-03-08 00:00:00.0000000,277.56,4.7619047620000003,13.878,9.5
Alex,Yangon,Female,Fashion accessories,30.140000000000001,15.07,316.47000000000003,2019-02-10 00:00:00.0000000,301.39999999999998,4.7619047620000003,15.07,9.1999999999999993
Giza,Naypyitaw,Male,Health and beauty,66.140000000000001,13.228,277.78800000000001,2019-03-19 00:00:00.0000000,264.56,4.7619047620000003,13.228,5.5999999999999996
Cairo,Mandalay,Male,Home and lifestyle,71.859999999999999,28.744,603.62400000000002,2019-03-06 00:00:00.0000000,574.88,4.7619047620000003,28.744,6.2000000000000002
Alex,Yangon,Male,Health and beauty,32.460000000000001,12.984,272.66399999999999,2019-03-27 00:00:00.0000000,259.68000000000001,4.7619047620000003,12.984,4.9000000000000004
Cairo,Mandalay,Female,Fashion accessories,91.540000000000006,18.308,384.46800000000002,2019-03-23 00:00:00.0000000,366.16000000000003,4.7619047620000003,18.308,4.7999999999999998
